Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,strain,run_center (run),run_machine_id (run),AssemblyName,source_of_DNA,read_mask (run)
SRR034667,WGS,519,151319583,PRJNA36679,SAMN00014243,341105703,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016134,454 GS FLX Titanium,4WG_DMEL.BB_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP705,SRP000694,DGRP-705,BCM,FLX02090497,,,
SRR034668,WGS,528,338847469,PRJNA36679,SAMN00014244,761573225,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016135,454 GS FLX Titanium,4WG_DMEL.BC_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-05T00:00:00Z,BCM-DGRP707,SRP000694,DGRP-707,BCM,FLX01070124,,,
SRR034669,WGS,536,646477417,PRJNA36679,SAMN00014244,1454363702,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016135,454 GS FLX Titanium,4WG_DMEL.BC_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-05T00:00:00Z,BCM-DGRP707,SRP000694,DGRP-707,BCM,FLX09070238,,,
SRR034670,WGS,552,799386451,PRJNA36679,SAMN00014244,1821358480,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016135,454 GS FLX Titanium,4WG_DMEL.BC_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-05T00:00:00Z,BCM-DGRP707,SRP000694,DGRP-707,BCM,FLX10070254,,,
SRR034671,WGS,557,735494897,PRJNA36679,SAMN00014244,1662419115,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016135,454 GS FLX Titanium,4WG_DMEL.BC_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-05T00:00:00Z,BCM-DGRP707,SRP000694,DGRP-707,BCM,FLX10070254,,,
SRR034672,WGS,531,757352912,PRJNA36679,SAMN00014244,1698408893,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016135,454 GS FLX Titanium,4WG_DMEL.BC_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-05T00:00:00Z,BCM-DGRP707,SRP000694,DGRP-707,BCM,FLX08070217,,,
SRR034750,WGS,526,805050498,PRJNA36679,SAMN00014249,1833582539,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016175,454 GS FLX Titanium,4WG_DMEL.77_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,BCM,FLX09070240,,,
SRR034751,WGS,518,663136541,PRJNA36679,SAMN00014249,1500908119,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016175,454 GS FLX Titanium,4WG_DMEL.77_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,BCM,FLX02090497,,,
SRR034752,WGS,520,690178093,PRJNA36679,SAMN00014249,1570206848,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016175,454 GS FLX Titanium,4WG_DMEL.77_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,BCM,FLX08070217,,,
SRR034753,WGS,534,744412886,PRJNA36679,SAMN00014249,1713008210,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016175,454 GS FLX Titanium,4WG_DMEL.77_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,BCM,FLX01070128,,,
SRR034754,WGS,521,740749857,PRJNA36679,SAMN00014248,1701884532,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016176,454 GS FLX Titanium,4WG_DMEL.BH_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP765,SRP000694,DGRP-765,BCM,FLX01070128,,,
SRR034755,WGS,520,741989685,PRJNA36679,SAMN00014248,1706773771,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016176,454 GS FLX Titanium,4WG_DMEL.BH_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP765,SRP000694,DGRP-765,BCM,FLX09070242,,,
SRR034756,WGS,521,792982771,PRJNA36679,SAMN00014248,1805759222,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016176,454 GS FLX Titanium,4WG_DMEL.BH_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP765,SRP000694,DGRP-765,BCM,FLX08070217,,,
SRR034757,WGS,517,755558976,PRJNA36679,SAMN00014248,1715573990,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016176,454 GS FLX Titanium,4WG_DMEL.BH_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP765,SRP000694,DGRP-765,BCM,FLX02090497,,,
SRR034766,WGS,538,619840426,PRJNA36679,SAMN00014250,1407511446,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016177,454 GS FLX Titanium,4WG_DMEL.78_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP786,SRP000694,DGRP-786,BCM,FLX01070124,,,
SRR034767,WGS,532,359144286,PRJNA36679,SAMN00014250,805987591,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016177,454 GS FLX Titanium,4WG_DMEL.78_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP786,SRP000694,DGRP-786,BCM,FLX10070252,,,
SRR034768,WGS,546,661281108,PRJNA36679,SAMN00014250,1501432175,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016177,454 GS FLX Titanium,4WG_DMEL.78_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP786,SRP000694,DGRP-786,BCM,FLX08070217,,,
SRR034769,WGS,552,739476399,PRJNA36679,SAMN00014250,1679279462,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016177,454 GS FLX Titanium,4WG_DMEL.78_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP786,SRP000694,DGRP-786,BCM,FLX01070128,,,
SRR034770,WGS,538,695704239,PRJNA36679,SAMN00014250,1580743390,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016177,454 GS FLX Titanium,4WG_DMEL.78_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP786,SRP000694,DGRP-786,BCM,FLX10070257,,,
SRR034771,WGS,535,744984219,PRJNA36679,SAMN00014251,1677169154,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016178,454 GS FLX Titanium,4WG_DMEL.BK_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP799,SRP000694,DGRP-799,BCM,FLX09070240,,,
SRR034772,WGS,534,717843825,PRJNA36679,SAMN00014251,1629481658,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016178,454 GS FLX Titanium,4WG_DMEL.BK_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP799,SRP000694,DGRP-799,BCM,FLX08070217,,,
SRR034773,WGS,532,668995281,PRJNA36679,SAMN00014251,1509304931,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016178,454 GS FLX Titanium,4WG_DMEL.BK_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP799,SRP000694,DGRP-799,BCM,FLX02090497,,,
SRR034774,WGS,545,770999584,PRJNA36679,SAMN00014251,1759727248,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016178,454 GS FLX Titanium,4WG_DMEL.BK_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP799,SRP000694,DGRP-799,BCM,FLX10070254,,,
SRR034775,WGS,513,723480876,PRJNA36679,SAMN00014252,1686972385,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016179,454 GS FLX Titanium,4WG_DMEL.BL_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP820,SRP000694,DGRP-820,BCM,FLX09070242,,,
SRR034776,WGS,501,699928419,PRJNA36679,SAMN00014252,1621721295,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016179,454 GS FLX Titanium,4WG_DMEL.BL_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP820,SRP000694,DGRP-820,BCM,FLX10070257,,,
SRR034777,WGS,507,699760131,PRJNA36679,SAMN00014252,1622789856,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016179,454 GS FLX Titanium,4WG_DMEL.BL_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP820,SRP000694,DGRP-820,BCM,FLX01070128,,,
SRR034778,WGS,500,714837488,PRJNA36679,SAMN00014252,1671282499,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016179,454 GS FLX Titanium,4WG_DMEL.BL_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP820,SRP000694,DGRP-820,BCM,FLX01070124,,,
SRR034802,WGS,530,756366420,PRJNA36679,SAMN00014253,1768622982,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016184,454 GS FLX Titanium,4WG_DMEL.BO_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP859,SRP000694,DGRP-859,BCM,FLX10070254,,,
SRR034803,WGS,521,553297883,PRJNA36679,SAMN00014253,1266739612,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016184,454 GS FLX Titanium,4WG_DMEL.BO_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP859,SRP000694,DGRP-859,BCM,FLX01070124,,,
SRR034804,WGS,501,785952599,PRJNA36679,SAMN00014253,1818211182,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016184,454 GS FLX Titanium,4WG_DMEL.BO_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP859,SRP000694,DGRP-859,BCM,FLX08070217,,,
SRR034805,WGS,508,600558118,PRJNA36679,SAMN00014253,1378690359,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016184,454 GS FLX Titanium,4WG_DMEL.BO_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP859,SRP000694,DGRP-859,BCM,FLX09070238,,,
SRR034806,WGS,513,370405634,PRJNA36679,SAMN00014253,850318245,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016184,454 GS FLX Titanium,4WG_DMEL.BO_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP859,SRP000694,DGRP-859,BCM,FLX02090497,,,
SRR034841,WGS,552,747930479,PRJNA36679,SAMN02708871,1630084591,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016210,454 GS FLX Titanium,4WG_DMEL.51_000sB,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP517,SRP000694,DGRP-517,BCM,FLX09070238,,,
SRR034842,WGS,551,771777020,PRJNA36679,SAMN02708871,1689521614,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016210,454 GS FLX Titanium,4WG_DMEL.51_000sB,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP517,SRP000694,DGRP-517,BCM,FLX09070238,,,
SRR034843,WGS,547,250072929,PRJNA36679,SAMN02708871,555250526,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016210,454 GS FLX Titanium,4WG_DMEL.51_000sB,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP517,SRP000694,DGRP-517,BCM,FLX09070238,,,
SRR034844,WGS,543,804905840,PRJNA36679,SAMN02708871,1751539218,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016210,454 GS FLX Titanium,4WG_DMEL.51_000sB,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP517,SRP000694,DGRP-517,BCM,FLX10070254,,,
SRR034845,WGS,525,649395489,PRJNA36679,SAMN02708871,1431313069,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016209,454 GS FLX Titanium,4WG_DMEL.51_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP517,SRP000694,DGRP-517,BCM,FLX09070242,,,
SRR035057,WGS,274,151249348,PRJNA36679,SAMN00014230,373888385,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016257,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035058,WGS,276,106144259,PRJNA36679,SAMN00014230,264334772,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016257,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035059,WGS,276,119141550,PRJNA36679,SAMN00014230,300014276,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016257,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035060,WGS,275,113652595,PRJNA36679,SAMN00014230,283301904,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070124,,,
SRR035061,WGS,295,143069613,PRJNA36679,SAMN00014230,353694365,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035062,WGS,276,151919699,PRJNA36679,SAMN00014230,382135524,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035063,WGS,274,120742472,PRJNA36679,SAMN00014230,300167825,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035064,WGS,272,137790250,PRJNA36679,SAMN00014230,340834702,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035065,WGS,281,135447325,PRJNA36679,SAMN00014230,339501610,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035066,WGS,274,131039188,PRJNA36679,SAMN00014230,326009086,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035067,WGS,271,145951686,PRJNA36679,SAMN00014230,357987687,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035068,WGS,277,111472956,PRJNA36679,SAMN00014230,275018569,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035069,WGS,272,138970013,PRJNA36679,SAMN00014230,343765448,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035070,WGS,274,86674289,PRJNA36679,SAMN00014230,212976342,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070124,,,
SRR035071,WGS,272,122266162,PRJNA36679,SAMN00014230,302163350,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070124,,,
SRR035072,WGS,292,127929833,PRJNA36679,SAMN00014230,313779330,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070124,,,
SRR035073,WGS,275,113641469,PRJNA36679,SAMN00014230,283135340,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070124,,,
SRR035074,WGS,270,101272705,PRJNA36679,SAMN00014230,247527372,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016257,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035075,WGS,272,155099434,PRJNA36679,SAMN00014230,380544830,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070124,,,
SRR035076,WGS,273,146428257,PRJNA36679,SAMN00014230,360056667,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016258,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070124,,,
SRR035077,WGS,269,126191678,PRJNA36679,SAMN00014230,312238988,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016257,454 GS FLX,4WG_DMEL.36_000sX,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-27T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,BCM,FLX01070128,,,
SRR035128,WGS,271,145665732,PRJNA36679,SAMN00014262,366041258,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX10070254,,,
SRR035129,WGS,270,109692576,PRJNA36679,SAMN00014262,275146002,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX10070254,,,
SRR035130,WGS,269,171365765,PRJNA36679,SAMN00014262,423939537,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX09070240,,,
SRR035131,WGS,272,164700635,PRJNA36679,SAMN00014262,412742686,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX10070252,,,
SRR035132,WGS,270,162978323,PRJNA36679,SAMN00014262,403159665,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX10070257,,,
SRR035133,WGS,276,166913216,PRJNA36679,SAMN00014262,364167319,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016301,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX08070217,,,
SRR035134,WGS,270,100647247,PRJNA36679,SAMN00014262,246703669,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX01070124,,,
SRR035135,WGS,270,142049431,PRJNA36679,SAMN00014262,308854078,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016301,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX01070124,,,
SRR035136,WGS,269,120991336,PRJNA36679,SAMN00014262,294534011,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX01070124,,,
SRR035137,WGS,270,156921176,PRJNA36679,SAMN00014262,391297913,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX09070242,,,
SRR035138,WGS,270,169925667,PRJNA36679,SAMN00014262,416813778,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX10070257,,,
